filename,label
n02113712_8008.jpg,n02113712-miniature_poodle
n02113712_2249.jpg,n02113712-miniature_poodle
n02113712_2379.jpg,n02113712-miniature_poodle
n02113712_212.jpg,n02113712-miniature_poodle
n02113712_1541.jpg,n02113712-miniature_poodle
n02113712_8177.jpg,n02113712-miniature_poodle
n02113712_2274.jpg,n02113712-miniature_poodle
n02113712_9546.jpg,n02113712-miniature_poodle
n02113712_6974.jpg,n02113712-miniature_poodle
n02113712_566.jpg,n02113712-miniature_poodle
n02113712_584.jpg,n02113712-miniature_poodle
n02113712_3161.jpg,n02113712-miniature_poodle
n02113712_109.jpg,n02113712-miniature_poodle
n02113712_2632.jpg,n02113712-miniature_poodle
n02113712_8788.jpg,n02113712-miniature_poodle
n02113712_10433.jpg,n02113712-miniature_poodle
n02113712_3117.jpg,n02113712-miniature_poodle
n02113712_2605.jpg,n02113712-miniature_poodle
n02113712_2746.jpg,n02113712-miniature_poodle
n02113712_612.jpg,n02113712-miniature_poodle
n02113712_6384.jpg,n02113712-miniature_poodle
n02113712_2585.jpg,n02113712-miniature_poodle
n02113712_335.jpg,n02113712-miniature_poodle
n02113712_3275.jpg,n02113712-miniature_poodle
n02113712_163.jpg,n02113712-miniature_poodle
n02113712_1558.jpg,n02113712-miniature_poodle
n02113712_579.jpg,n02113712-miniature_poodle
n02113712_2107.jpg,n02113712-miniature_poodle
n02113712_10525.jpg,n02113712-miniature_poodle
n02113712_628.jpg,n02113712-miniature_poodle
n02113712_438.jpg,n02113712-miniature_poodle
n02113712_2784.jpg,n02113712-miniature_poodle
n02113712_9013.jpg,n02113712-miniature_poodle
n02113712_578.jpg,n02113712-miniature_poodle
n02113712_936.jpg,n02113712-miniature_poodle
n02113712_3049.jpg,n02113712-miniature_poodle
n02113712_9159.jpg,n02113712-miniature_poodle
n02113712_2568.jpg,n02113712-miniature_poodle
n02113712_478.jpg,n02113712-miniature_poodle
n02113712_237.jpg,n02113712-miniature_poodle
n02113712_347.jpg,n02113712-miniature_poodle
n02113712_2732.jpg,n02113712-miniature_poodle
n02113712_587.jpg,n02113712-miniature_poodle
n02113712_2726.jpg,n02113712-miniature_poodle
n02113712_459.jpg,n02113712-miniature_poodle
n02113712_1147.jpg,n02113712-miniature_poodle
n02113712_3196.jpg,n02113712-miniature_poodle
n02113712_8756.jpg,n02113712-miniature_poodle
n02113712_3315.jpg,n02113712-miniature_poodle
n02113712_3138.jpg,n02113712-miniature_poodle
n02113712_3109.jpg,n02113712-miniature_poodle
n02113712_1302.jpg,n02113712-miniature_poodle
n02113712_325.jpg,n02113712-miniature_poodle
n02113712_3300.jpg,n02113712-miniature_poodle
n02113712_421.jpg,n02113712-miniature_poodle
n02113712_2150.jpg,n02113712-miniature_poodle
n02113712_8595.jpg,n02113712-miniature_poodle
